ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHARTN,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,PRINT_FRONT,PRINT_BACK,ETC_OTC_CODE,ITEM_ENG_NAME,CLASS_NO,LENG_LONG,LENG_SHORT,THICK,SOURCE_YEAR,RAG_TEXT
202202181,네비로스타정2.5/20밀리그램,에리슨제약(주),연한 노란색의 원형 필름코팅정,원형,노랑,,EL,1분할선3,전문의약품,Nebirosta Tab. 2.5/20mg,,9.4,9.4,5.5,2022,네비로스타정2.5/20밀리그램 | 제조사: 에리슨제약(주) | 모양: 원형 | 색상: 노랑 | 각인: EL 1분할선3 | 전문의약품 | 연한 노란색의 원형 필름코팅정
202402001,네오골린정10밀리그램(니세르골린),(주)새한제약,흰색의 원형 필름코팅정,원형,하양,,SHP,,전문의약품,Neogoline tab. 10mg (Nicergoline),2190.0,5.7,5.7,2.5,2024,네오골린정10밀리그램(니세르골린) | 제조사: (주)새한제약 | 모양: 원형 | 색상: 하양 | 각인: SHP | 전문의약품 | 흰색의 원형 필름코팅정
202400222,네오골린정30밀리그램(니세르골린),(주)새한제약,노란색의 원형 필름코팅정,원형,주황,,SHP,분할선,전문의약품,Neogoline tab. 30mg (Nicergoline),2190.0,8.1,8.1,3.6,2024,네오골린정30밀리그램(니세르골린) | 제조사: (주)새한제약 | 모양: 원형 | 색상: 주황 | 각인: SHP 분할선 | 전문의약품 | 노란색의 원형 필름코팅정
202104972,네오듀오정20/800밀리그램,(주)서울제약,연분홍색 장방형 필름코팅정제,타원형,분홍,,SPC,ND,전문의약품,Neoduo Tab. 20/800mg,2320.0,16.5,8.1,6.5,2021,네오듀오정20/800밀리그램 | 제조사: (주)서울제약 | 모양: 타원형 | 색상: 분홍 | 각인: SPC ND | 전문의약품 | 연분홍색 장방형 필름코팅정제
202105575,네오록사반정10밀리그램(리바록사반),(주)녹십자,밝은 빨간색의 원형 필름코팅정,원형,분홍,,10R,GC,전문의약품,Neoroxaban Tab. 10mg,3330.0,5.3,5.3,2.8,2021,네오록사반정10밀리그램(리바록사반) | 제조사: (주)녹십자 | 모양: 원형 | 색상: 분홍 | 각인: 10R GC | 전문의약품 | 밝은 빨간색의 원형 필름코팅정
202105574,네오록사반정15밀리그램(리바록사반),(주)녹십자,빨간색의 원형 필름코팅정,원형,빨강,,15R,GC,전문의약품,Neoroxaban Tab. 15mg,,6.2,6.2,3.3,2021,네오록사반정15밀리그램(리바록사반) | 제조사: (주)녹십자 | 모양: 원형 | 색상: 빨강 | 각인: 15R GC | 전문의약품 | 빨간색의 원형 필름코팅정
202200076,네오록사반정2.5밀리그램(리바록사반),(주)녹십자,밝은 노란색의 원형 필름코팅정,원형,노랑,,2.5R,GC,전문의약품,Neoroxaban Tab. 2.5mg,3330.0,6.1,6.1,2.7,2022,네오록사반정2.5밀리그램(리바록사반) | 제조사: (주)녹십자 | 모양: 원형 | 색상: 노랑 | 각인: 2.5R GC | 전문의약품 | 밝은 노란색의 원형 필름코팅정
202105573,네오록사반정20밀리그램(리바록사반),(주)녹십자,갈색을 띤 빨간색의 원형 필름코팅정,원형,빨강,,20R,GC,전문의약품,Neoroxaban Tab. 20mg,,6.7,6.7,3.7,2021,네오록사반정20밀리그램(리바록사반) | 제조사: (주)녹십자 | 모양: 원형 | 색상: 빨강 | 각인: 20R GC | 전문의약품 | 갈색을 띤 빨간색의 원형 필름코팅정
202500590,네오칸데정4밀리그램(칸데사르탄실렉세틸),(주)녹십자,백색에서 회백색의 양면이 볼록한 원형 정제,원형,하양,,4C,GC,전문의약품,Neo Cande Tab. 4mg,2140.0,5.0,5.0,2.8,2025,네오칸데정4밀리그램(칸데사르탄실렉세틸) | 제조사: (주)녹십자 | 모양: 원형 | 색상: 하양 | 각인: 4C GC | 전문의약품 | 백색에서 회백색의 양면이 볼록한 원형 정제
202500672,네오칼큐정,주식회사제뉴원사이언스,분홍색의 장방형 필름코팅정,장방형,분홍,,LSC,,일반의약품,NeocalQ Tab.,3190.0,16.3,7.9,7.9,2025,네오칼큐정 | 제조사: 주식회사제뉴원사이언스 | 모양: 장방형 | 색상: 분홍 | 각인: LSC | 일반의약품 | 분홍색의 장방형 필름코팅정
202500240,네오페노정48밀리그램(페노피브레이트),(주)녹십자,분홍색의 타원형 필름코팅정,타원형,분홍,,NFL,GC,전문의약품,Neofeno Tablet 48mg(Fenofibrate),2180.0,10.4,5.4,4.4,2025,네오페노정48밀리그램(페노피브레이트) | 제조사: (주)녹십자 | 모양: 타원형 | 색상: 분홍 | 각인: NFL GC | 전문의약품 | 분홍색의 타원형 필름코팅정
202501961,네오펙소정120밀리그램(펙소페나딘염산염),(주)녹십자,연분홍색의 타원형 필름코팅정,타원형,분홍,,1분할선2,,일반의약품,Neofexo Tab.120mg,,12.7,6.3,4.2,2025,네오펙소정120밀리그램(펙소페나딘염산염) | 제조사: (주)녹십자 | 모양: 타원형 | 색상: 분홍 | 각인: 1분할선2 | 일반의약품 | 연분홍색의 타원형 필름코팅정
202402623,네오프란정50밀리그램(프란루카스트수화물),(주)녹십자,흰색 또는 연한 노란색의 장방형 필름코팅정,타원형,하양,,PR50,,전문의약품,Neopran Tab. 50mg,1490.0,12.2,6.1,4.3,2024,네오프란정50밀리그램(프란루카스트수화물) | 제조사: (주)녹십자 | 모양: 타원형 | 색상: 하양 | 각인: PR50 | 전문의약품 | 흰색 또는 연한 노란색의 장방형 필름코팅정
202302397,네일락콤비정,한국휴텍스제약(주),두 개의 층으로 이루어진 황색의 장방형 필름코팅정,타원형,주황,,NRC,,전문의약품,NailrockCombi Tab.,1140.0,13.3,8.1,7.3,2023,네일락콤비정 | 제조사: 한국휴텍스제약(주) | 모양: 타원형 | 색상: 주황 | 각인: NRC | 전문의약품 | 두 개의 층으로 이루어진 황색의 장방형 필름코팅정
202201885,네폭실캡슐500mg(구연산제이철수화물),한국쿄와기린(주),연한 갈색 또는 연한 황갈색의 가루가 든 상하부 적갈색의 경질캡슐,장방형,갈색,갈색,NE26,,전문의약품,Nephoxil capsule 500mg,,23.3,7.9,8.3,2022,네폭실캡슐500mg(구연산제이철수화물) | 제조사: 한국쿄와기린(주) | 모양: 장방형 | 색상: 갈색 갈색 | 각인: NE26 | 전문의약품 | 연한 갈색 또는 연한 황갈색의 가루가 든 상하부 적갈색의 경질캡슐
202104751,넥스졸듀오정20/800밀리그램,삼천당제약(주),연분홍색 장방형 필름코팅정제,타원형,분홍,,SCD,N28,전문의약품,Nexzole Duo Tab. 20/800mg,2320.0,16.5,8.1,6.5,2021,넥스졸듀오정20/800밀리그램 | 제조사: 삼천당제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: SCD N28 | 전문의약품 | 연분홍색 장방형 필름코팅정제
202400967,넥스콜린정10밀리그램(니세르골린),(주)종근당,흰색의 원형 당의정,원형,하양,,NC10,,전문의약품,Nexcholine Tab. 10mg,,5.8,5.8,2.9,2024,넥스콜린정10밀리그램(니세르골린) | 제조사: (주)종근당 | 모양: 원형 | 색상: 하양 | 각인: NC10 | 전문의약품 | 흰색의 원형 당의정
202400403,넥스콜린정30밀리그램(니세르골린),(주)종근당,연노란색의 원형 당의정,원형,노랑,,NC30,,전문의약품,Nexcholine Tab. 30mg,2190.0,8.4,8.4,4.1,2024,넥스콜린정30밀리그램(니세르골린) | 제조사: (주)종근당 | 모양: 원형 | 색상: 노랑 | 각인: NC30 | 전문의약품 | 연노란색의 원형 당의정
202104744,넥스파듀오정20/800밀리그램,하나제약(주),연분홍색 장방형 필름코팅정제,타원형,분홍,,NXD2,,전문의약품,Nexpa Duo Tab.20/800mg,2320.0,16.5,8.1,6.4,2021,넥스파듀오정20/800밀리그램 | 제조사: 하나제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: NXD2 | 전문의약품 | 연분홍색 장방형 필름코팅정제
202104745,넥시듀오정20/800밀리그램,한국휴텍스제약(주),연분홍색 장방형 필름코팅정,타원형,분홍,,N+,20,전문의약품,Nexiduo Tab.,2320.0,16.5,8.1,6.3,2021,넥시듀오정20/800밀리그램 | 제조사: 한국휴텍스제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: N+ 20 | 전문의약품 | 연분홍색 장방형 필름코팅정
202104971,넥시리움듀오정20/800밀리그램,알리코제약(주),연분홍색 장방형 필름코팅정제,타원형,분홍,,AC,ST,전문의약품,Nexiduo 20/800mg Tablet.,2320.0,16.5,8.1,6.3,2021,넥시리움듀오정20/800밀리그램 | 제조사: 알리코제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: AC ST | 전문의약품 | 연분홍색 장방형 필름코팅정제
202300042,노량캡슐,안국약품(주),"흰색의 가루가 든 상부 연녹색, 하부 흰색의 경질캡슐",장방형,초록,하양,NR AG,,일반의약품,Noryang Cap.,2350.0,17.4,5.7,6.1,2023,"노량캡슐 | 제조사: 안국약품(주) | 모양: 장방형 | 색상: 초록 하양 | 각인: NR AG | 일반의약품 | 흰색의 가루가 든 상부 연녹색, 하부 흰색의 경질캡슐"
202301788,노바멜라인장용정100밀리그램(브로멜라인),주식회사 노바엠헬스케어,분홍색의 원형 장용성 필름코팅정,원형,분홍,,NV,,일반의약품,Novamelain Tabs.100mg,3950.0,9.4,9.4,4.9,2023,노바멜라인장용정100밀리그램(브로멜라인) | 제조사: 주식회사 노바엠헬스케어 | 모양: 원형 | 색상: 분홍 | 각인: NV | 일반의약품 | 분홍색의 원형 장용성 필름코팅정
202301787,노바멜라인장용정45밀리그램(브로멜라인),주식회사 노바엠헬스케어,분홍색의 원형 장용성 필름코팅정,원형,분홍,,N,1,일반의약품,Novamelain Tabs.45mg,3950.0,7.8,7.8,3.3,2023,노바멜라인장용정45밀리그램(브로멜라인) | 제조사: 주식회사 노바엠헬스케어 | 모양: 원형 | 색상: 분홍 | 각인: N 1 | 일반의약품 | 분홍색의 원형 장용성 필름코팅정
202106248,노바프록센정(나프록센나트륨),주식회사 노바엠헬스케어,연한 파란색의 타원형 필름코팅정,타원형,파랑,,NVM,,일반의약품,Novaproxen Tab.,1140.0,16.6,8.2,4.5,2021,노바프록센정(나프록센나트륨) | 제조사: 주식회사 노바엠헬스케어 | 모양: 타원형 | 색상: 파랑 | 각인: NVM | 일반의약품 | 연한 파란색의 타원형 필름코팅정
202300634,노즈코프연질캡슐,태극제약(주),연한 빨간색 또는 연녹색의 점조성 내용물을 함유한 투명한 빨간색의 장방형 연질캡슐,타원형,"빨강, 투명",,노즈코프,,일반의약품,nosecough soft capsule,1140.0,23.3,8.3,8.3,2023,"노즈코프연질캡슐 | 제조사: 태극제약(주) | 모양: 타원형 | 색상: 빨강, 투명 | 각인: 노즈코프 | 일반의약품 | 연한 빨간색 또는 연녹색의 점조성 내용물을 함유한 투명한 빨간색의 장방형 연질캡슐"
202502195,노즈팡정,주식회사 노바엠헬스케어,노란색의 원형 필름코팅정,원형,노랑,,NV,2,일반의약품,Nose Pang Tab.,1410.0,9.2,9.2,4.1,2025,노즈팡정 | 제조사: 주식회사 노바엠헬스케어 | 모양: 원형 | 색상: 노랑 | 각인: NV 2 | 일반의약품 | 노란색의 원형 필름코팅정
202301090,노코틴정0.5밀리그램(바레니클린옥살산염수화물),한미약품(주),흰색의 장방형 필름코팅정,장방형,하양,,NCT·5,분할선,전문의약품,Nocotine Tab. 0.5mg,7990.0,8.1,4.1,3.0,2023,노코틴정0.5밀리그램(바레니클린옥살산염수화물) | 제조사: 한미약품(주) | 모양: 장방형 | 색상: 하양 | 각인: NCT·5 분할선 | 전문의약품 | 흰색의 장방형 필름코팅정
202301089,노코틴정1밀리그램(바레니클린옥살산염수화물),한미약품(주),연한 파란색의 장방형 필름코팅정,타원형,파랑,,NCT1,분할선,전문의약품,Nocotine Tab. 1mg,7990.0,10.1,5.1,3.8,2023,노코틴정1밀리그램(바레니클린옥살산염수화물) | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 파랑 | 각인: NCT1 분할선 | 전문의약품 | 연한 파란색의 장방형 필름코팅정
202204254,노페로캡슐(건조황산제일철),(주)한국팜비오,"연한 갈색 장용성 제피정을 함유하는 상부 불투명 갈색, 하부 투명한 갈색의 경질캡슐",장방형,갈색,"주황, 투명",Fe 100,,일반의약품,Norferro Cap.,3220.0,21.2,7.0,7.4,2022,"노페로캡슐(건조황산제일철) | 제조사: (주)한국팜비오 | 모양: 장방형 | 색상: 갈색 주황, 투명 | 각인: Fe 100 | 일반의약품 | 연한 갈색 장용성 제피정을 함유하는 상부 불투명 갈색, 하부 투명한 갈색의 경질캡슐"
202500485,"놀텍플러스정20/500밀리그램(일라프라졸,탄산수소나트륨)",일양약품(주),주황색의 타원형 필름코팅정제,타원형,주황,,NTP,20,전문의약품,NOLTEC PLUS Tab. 20/500mg,2320.0,16.3,8.3,5.9,2025,"놀텍플러스정20/500밀리그램(일라프라졸,탄산수소나트륨) | 제조사: 일양약품(주) | 모양: 타원형 | 색상: 주황 | 각인: NTP 20 | 전문의약품 | 주황색의 타원형 필름코팅정제"
202500464,누네탑에프연질캡슐,일양약품(주),주황색의 내용물을 함유한 청색의 타원형 연질캡슐제,타원형,파랑,,누네탑,,일반의약품,NuneTop F Soft Cap.,3190.0,17.2,9.8,9.8,2025,누네탑에프연질캡슐 | 제조사: 일양약품(주) | 모양: 타원형 | 색상: 파랑 | 각인: 누네탑 | 일반의약품 | 주황색의 내용물을 함유한 청색의 타원형 연질캡슐제
202203010,누보로젯정40/2.5/10/10밀리그램,(주)종근당,연한 파란색의 타원형 필름코팅정,타원형,파랑,,NVRZ2CKD,,전문의약품,NUVOROZET tab. 40/2.5/10/10mg,2190.0,14.7,7.4,6.1,2022,누보로젯정40/2.5/10/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 파랑 | 각인: NVRZ2CKD | 전문의약품 | 연한 파란색의 타원형 필름코팅정
202203009,누보로젯정40/2.5/5/10밀리그램,(주)종근당,흰색의 타원형 필름코팅정,타원형,하양,,NVRZ1CKD,,전문의약품,NUVOROZET tab. 40/2.5/5/10mg,2190.0,14.7,7.4,6.0,2022,누보로젯정40/2.5/5/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 하양 | 각인: NVRZ1CKD | 전문의약품 | 흰색의 타원형 필름코팅정
202203012,누보로젯정40/5/10/10밀리그램,(주)종근당,연한 초록색의 타원형 필름코팅정,타원형,연두,,NVRZ4CKD,,전문의약품,NUVOROZET tab. 40/5/10/10mg,2190.0,14.7,7.4,6.1,2022,누보로젯정40/5/10/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 연두 | 각인: NVRZ4CKD | 전문의약품 | 연한 초록색의 타원형 필름코팅정
202203011,누보로젯정40/5/5/10밀리그램,(주)종근당,연한 노란색의 타원형 필름코팅정,타원형,연두,,NVRZ3CKD,,전문의약품,NUVOROZET tab. 40/5/5/10 mg,2190.0,14.7,7.4,6.1,2022,누보로젯정40/5/5/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 연두 | 각인: NVRZ3CKD | 전문의약품 | 연한 노란색의 타원형 필름코팅정
202500656,누보로젯정80/2.5/10/10밀리그램,(주)종근당,노란색의 타원형 필름코팅정,타원형,노랑,,NVRZ6CKD,,전문의약품,NUVOROZET tab. 80/2.5/10/10mg,2190.0,16.6,8.4,6.8,2025,누보로젯정80/2.5/10/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 노랑 | 각인: NVRZ6CKD | 전문의약품 | 노란색의 타원형 필름코팅정
202500657,누보로젯정80/2.5/5/10밀리그램,(주)종근당,분홍색의 타원형 필름코팅정,타원형,분홍,,NVRZ5CKD,,전문의약품,NUVOROZET tab. 80/2.5/5/10mg,2190.0,16.6,8.4,6.8,2025,누보로젯정80/2.5/5/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 분홍 | 각인: NVRZ5CKD | 전문의약품 | 분홍색의 타원형 필름코팅정
202500566,"뉴란소엑스정15/600밀리그램(란소프라졸,침강탄산칼슘)",한국유니온제약(주),노란색의 타원형 필름코팅정제,타원형,주황,,UN,15,전문의약품,Newranso-X-tab.,2320.0,15.1,7.5,4.7,2025,"뉴란소엑스정15/600밀리그램(란소프라졸,침강탄산칼슘) | 제조사: 한국유니온제약(주) | 모양: 타원형 | 색상: 주황 | 각인: UN 15 | 전문의약품 | 노란색의 타원형 필름코팅정제"
202300171,뉴란소엑스정30/600밀리그램,한국유니온제약(주),분홍색의 타원형 필름코팅정,타원형,분홍,,UN,30,전문의약품,NewRanso-X tab.,2320.0,15.0,7.5,5.1,2023,뉴란소엑스정30/600밀리그램 | 제조사: 한국유니온제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: UN 30 | 전문의약품 | 분홍색의 타원형 필름코팅정
202500138,뉴로고린정10밀리그램(니세르골린),고려제약(주),흰색의 원형 필름코팅정제,원형,하양,,마크,10,전문의약품,Neurogoline Tab. 10mg,2190.0,5.1,5.1,3.0,2025,뉴로고린정10밀리그램(니세르골린) | 제조사: 고려제약(주) | 모양: 원형 | 색상: 하양 | 각인: 마크 10 | 전문의약품 | 흰색의 원형 필름코팅정제
202400421,뉴로고린정30밀리그램(니세르골린),고려제약(주),노란색의 원형 필름코팅정제,원형,주황,,KDC,3분할선0,전문의약품,Neurogoline Tab. 30mg,2190.0,8.0,8.0,4.0,2024,뉴로고린정30밀리그램(니세르골린) | 제조사: 고려제약(주) | 모양: 원형 | 색상: 주황 | 각인: KDC 3분할선0 | 전문의약품 | 노란색의 원형 필름코팅정제
